10Bit 16Bit-normalized 16Bit
543, 544.95312, 34766
540, 541.37500, 34531
535, 538.09375, 34348
534, 535.62500, 34209
533, 533.64062, 34089
531, 531.92187, 33985
529, 530.39062, 33896
529, 529.04687, 33895
529, 529.81250, 33856
528, 528.56250, 33792
527, 527.62500, 33731
526, 526.71875, 33678
526, 525.85937, 33629
525, 525.04687, 33576
524, 524.31250, 33530
522, 523.67187, 33490
522, 522.96875, 33447
522, 522.35937, 33403
521, 521.81250, 33386
520, 521.21875, 33333
520, 520.65625, 33301
520, 520.09375, 33266
519, 519.62500, 33238
518, 519.12500, 33206
518, 518.70312, 33178
518, 518.23437, 33149
518, 517.81250, 33125
517, 517.40625, 33093
516, 516.95312, 33069
516, 516.76562, 33060
516, 516.18750, 33017
516, 515.81250, 32998
515, 515.45312, 32970
514, 515.04687, 32948
515, 514.82812, 32938
514, 514.53125, 32904
514, 514.00000, 32884
513, 513.73437, 32865
513, 513.43750, 32842
513, 513.04687, 32824
513, 513.00000, 32816
513, 512.56250, 32787
511, 512.20312, 32765
511, 511.92187, 32750
512, 511.67187, 32735
511, 511.39062, 32715
511, 511.09375, 32696
510, 510.85937, 32682
510, 510.57812, 32664
510, 510.28125, 32642
510, 510.00000, 32631
510, 510.03125, 32623
509, 509.65625, 32621
508, 509.60937, 32578
507, 507.54687, 32451
507, 507.04687, 32439
506, 506.84375, 32423
506, 506.56250, 32407
506, 506.29687, 32393
507, 506.10937, 32379
506, 505.89062, 32368
506, 505.70312, 32367
507, 507.15625, 32445
506, 506.92187, 32432
506, 506.75000, 32422
506, 506.53125, 32405
506, 506.28125, 32389
506, 506.06250, 32376
505, 505.85937, 32365
505, 505.68750, 32355
505, 505.46875, 32339
505, 505.26562, 32323
505, 505.03125, 32327
505, 505.07812, 32305
505, 504.71875, 32294
503, 504.53125, 32281
504, 504.35937, 32266
503, 504.14062, 32254
504, 503.96875, 32244
504, 503.79687, 32234
504, 503.65625, 32225
503, 503.46875, 32212
503, 503.26562, 32198
505, 503.12500, 32205
503, 503.00000, 32178
502, 502.78125, 32170
502, 502.65625, 32162
502, 502.46875, 32150
502, 502.28125, 32135
502, 502.07812, 32124
502, 501.92187, 32115
502, 501.78125, 32106
501, 501.65625, 32095
501, 501.46875, 32083
501, 501.42187, 32088
501, 501.14062, 32061
501, 500.95312, 32053
501, 500.84375, 32045
500, 500.65625, 32035
500, 500.53125, 32025
500, 500.35937, 32014
500, 500.18750, 32001
500, 500.04687, 31992
500, 499.89062, 31987
500, 499.78125, 31979
499, 499.89062, 31983
499, 499.53125, 31960
500, 499.37500, 31951
498, 498.89062, 31831
497, 497.37500, 31820
497, 497.20312, 31811
496, 497.09375, 31806
496, 496.98437, 31798
497, 496.87500, 31792
496, 496.75000, 31784
496, 496.64062, 31777
498, 497.79687, 31879
498, 498.00000, 31864
498, 497.87500, 31859
498, 497.81250, 31853
498, 497.73437, 31846
497, 497.60937, 31840
496, 497.48437, 31833
498, 497.39062, 31824
497, 497.26562, 31816
497, 497.14062, 31808
497, 497.01562, 31808
496, 497.21875, 31801
496, 496.85937, 31792
497, 496.78125, 31788
497, 496.67187, 31781
497, 496.57812, 31775
496, 496.53125, 31767
496, 496.39062, 31759
496, 496.25000, 31751
496, 496.12500, 31746
496, 496.01562, 31739
499, 495.96875, 31748
496, 496.06250, 31732
495, 495.81250, 31726
496, 495.70312, 31721
496, 495.65625, 31714
496, 495.56250, 31708
496, 495.45312, 31699
495, 495.31250, 31691
494, 495.18750, 31684
495, 495.07812, 31677
495, 494.98437, 31671
494, 494.90625, 31684
495, 494.95312, 31670
494, 494.87500, 31664
494, 494.67187, 31653
495, 494.59375, 31647
496, 494.48437, 31640
495, 494.39062, 31633
493, 494.26562, 31626
493, 494.18750, 31618
494, 494.07812, 31613
494, 493.98437, 31608
494, 494.01562, 31620
494, 493.89062, 31600
494, 493.76562, 31597
492, 493.71875, 31488
493, 491.93750, 31477
492, 491.89062, 31472
492, 491.79687, 31467
492, 491.67187, 31460
491, 491.60937, 31456
491, 491.51562, 31449
491, 491.37500, 31442
493, 491.64062, 31556
493, 492.90625, 31539
493, 492.82812, 31536
493, 492.76562, 31530
492, 492.65625, 31524
492, 492.59375, 31520
493, 492.51562, 31515
493, 492.39062, 31507
492, 492.34375, 31502
492, 492.23437, 31495
492, 492.12500, 31491
491, 492.31250, 31496
491, 492.01562, 31483
492, 491.93750, 31478
492, 491.87500, 31475
492, 491.93750, 31479
492, 491.89062, 31475
491, 491.84375, 31463
491, 491.65625, 31460
492, 491.59375, 31456
492, 491.53125, 31453
493, 491.45312, 31453
491, 491.62500, 31446
491, 491.29687, 31436
491, 491.23437, 31431
490, 491.14062, 31426
491, 491.06250, 31421
491, 491.00000, 31418
491, 490.96875, 31414
491, 490.89062, 31411
491, 490.82812, 31407
490, 490.76562, 31404
491, 490.71875, 31410
491, 490.89062, 31399
491, 490.62500, 31393
491, 490.53125, 31388
490, 490.46875, 31384
490, 490.40625, 31379
489, 490.34375, 31374
490, 490.23437, 31368
490, 490.18750, 31363
490, 490.09375, 31359
490, 490.04687, 31356
493, 489.98437, 31371
490, 490.09375, 31351
490, 489.89062, 31349
489, 489.82812, 31310
488, 488.09375, 31231
488, 488.01562, 31227
488, 487.98437, 31224
488, 487.90625, 31222
487, 487.87500, 31218
487, 487.82812, 31213
487, 487.76562, 31210
490, 487.79687, 31301
489, 489.31250, 31305
489, 489.17187, 31300
489, 489.12500, 31297
488, 489.04687, 31292
489, 488.96875, 31289
489, 488.95312, 31286
489, 488.89062, 31284
489, 488.84375, 31282
488, 488.81250, 31278
488, 488.78125, 31276
488, 488.85937, 31286
488, 488.68750, 31268
489, 488.62500, 31272
489, 488.68750, 31271
491, 488.53125, 31260
488, 488.46875, 31258
488, 488.42187, 31253
488, 488.35937, 31248
488, 488.29687, 31245
489, 488.23437, 31240
488, 488.15625, 31235
488, 488.37500, 31242
488, 488.06250, 31229
487, 488.03125, 31226
487, 487.95312, 31234
487, 487.90625, 31221
488, 487.85937, 31217
488, 487.81250, 31216
488, 487.76562, 31214
488, 487.82812, 31217
487, 487.76562, 31209
489, 487.62500, 31206
488, 487.82812, 31207
488, 487.57812, 31199
488, 487.51562, 31194
487, 487.46875, 31190
487, 487.37500, 31187
487, 487.34375, 31183
487, 487.29687, 31179
487, 487.21875, 31175
487, 487.15625, 31172
487, 487.07812, 31168
487, 487.03125, 31173
487, 487.25000, 31165
487, 486.96875, 31161
485, 486.92187, 31152
486, 485.20312, 31046
485, 485.29687, 31052
485, 485.18750, 31040
485, 485.06250, 31039
484, 485.04687, 31037
485, 484.98437, 31035
485, 484.98437, 31034
487, 484.92187, 31098
487, 486.71875, 31138
486, 486.53125, 31134
486, 486.51562, 31131
486, 486.45312, 31125
487, 486.40625, 31124
486, 486.40625, 31123
486, 486.34375, 31118
487, 486.26562, 31114
486, 486.20312, 31109
486, 486.14062, 31107
486, 486.15625, 31121
486, 486.14062, 31103
486, 486.00000, 31098
486, 485.95312, 31096
485, 485.93750, 31095
486, 485.89062, 31092
486, 485.87500, 31091
487, 485.82812, 31086
486, 485.78125, 31086
486, 485.75000, 31083
486, 485.71875, 31087
485, 485.90625, 31102
485, 485.75000, 31075
485, 485.59375, 31072
486, 485.56250, 31069
486, 485.50000, 31066
485, 485.45312, 31065
486, 485.42187, 31060
485, 485.34375, 31055
485, 485.29687, 31051
485, 485.20312, 31048
485, 485.18750, 31045
485, 485.34375, 31056
485, 485.14062, 31040
484, 485.06250, 31038
485, 485.00000, 31034
485, 484.98437, 31033
486, 484.93750, 31030
485, 484.90625, 31028
485, 484.85937, 31025
485, 484.82812, 31024
485, 484.78125, 31021
485, 484.75000, 31023
485, 485.09375, 31033
485, 484.73437, 31016
484, 484.68750, 31013
482, 483.28125, 30902
484, 482.87500, 30904
482, 482.87500, 30901
483, 482.79687, 30894
483, 482.78125, 30893
482, 482.73437, 30888
482, 482.68750, 30886
483, 482.64062, 30893
484, 484.26562, 30986
484, 484.20312, 30982
485, 484.15625, 30980
485, 484.12500, 30975
484, 484.07812, 30975
484, 484.04687, 30973
483, 484.00000, 30971
483, 483.95312, 30968
484, 483.92187, 30965
484, 483.87500, 30963
483, 483.85937, 30976
484, 484.03125, 30961
484, 483.78125, 30958
484, 483.76562, 30956
484, 483.73437, 30955
484, 483.68750, 30952
484, 483.67187, 30949
484, 483.65625, 30947
483, 483.59375, 30945
483, 483.54687, 30943
483, 483.53125, 30940
483, 483.48437, 30954
483, 483.57812, 30941
484, 483.48437, 30935
484, 483.42187, 30933
484, 483.35937, 30930
483, 483.31250, 30930
483, 483.29687, 30926
483, 483.25000, 30922
483, 483.21875, 30920
483, 483.18750, 30917
483, 483.14062, 30914
483, 483.23437, 30930
483, 483.14062, 30910
483, 483.04687, 30908
482, 482.98437, 30905
482, 482.95312, 30904
483, 482.92187, 30903
483, 482.92187, 30901
483, 482.85937, 30899
483, 482.84375, 30896
483, 482.79687, 30896
482, 482.78125, 30893
483, 482.90625, 30904
483, 482.73437, 30890
483, 482.71875, 30888
481, 482.34375, 30778
481, 480.95312, 30776
480, 480.93750, 30776
480, 480.92187, 30774
