10Bit 16Bit-normalized 16Bit
435, 435.0781250, 27843
435, 435.0312500, 27840
435, 435.0000000, 27841
435, 435.0156250, 27839
435, 434.9843750, 27840
435, 434.9843750, 27835
435, 434.9375000, 27837
435, 434.8906250, 27834
435, 434.7812500, 27817
435, 434.5937500, 27813
435, 434.2031250, 27809
435, 434.2968750, 27797
433, 433.7500000, 27763
433, 433.5312500, 27749
433, 433.3281250, 27736
433, 433.2031250, 27727
433, 433.0781250, 27722
433, 433.0468750, 27712
433, 432.9062500, 27705
433, 432.7812500, 27697
433, 432.6875000, 27690
433, 432.6250000, 27687
432, 432.5156250, 27679
433, 432.3437500, 27668
432, 432.2968750, 27663
432, 432.1718750, 27661
433, 432.1406250, 27657
432, 432.1093750, 27653
432, 432.0781250, 27653
433, 432.0625000, 27651
432, 432.0312500, 27650
432, 432.0156250, 27650
432, 432.0156250, 27649
432, 432.0000000, 27648
432, 432.0000000, 27648
432, 432.0000000, 27647
432, 432.0000000, 27648
432, 432.0000000, 27648
432, 431.9843750, 27647
432, 431.9843750, 27647
432, 431.9843750, 27647
432, 431.9531250, 27644
432, 431.9218750, 27645
432, 431.9218750, 27643
432, 431.8437500, 27641
432, 431.7812500, 27634
432, 431.7187500, 27634
431, 431.6250000, 27623
432, 431.5781250, 27619
431, 431.4375000, 27614
431, 431.3593750, 27605
432, 431.2500000, 27602
431, 431.1875000, 27596
432, 431.0625000, 27586
431, 431.0468750, 27582
430, 430.9062500, 27580
431, 430.8281250, 27573
431, 430.7343750, 27584
432, 430.8281250, 27580
431, 430.6093750, 27558
430, 430.4843750, 27553
432, 430.4375000, 27546
430, 430.3750000, 27540
430, 430.2968750, 27539
431, 430.2187500, 27533
430, 430.1875000, 27531
430, 430.1406250, 27530
432, 430.1093750, 27526
430, 430.0937500, 27524
430, 430.0468750, 27524
430, 430.0156250, 27520
430, 430.0312500, 27518
430, 429.9218750, 27511
430, 429.8593750, 27507
430, 429.7187500, 27502
429, 429.5625000, 27495
430, 429.5468750, 27492
430, 429.4062500, 27478
428, 429.2031250, 27471
429, 429.1875000, 27466
430, 429.1093750, 27461
428, 428.9375000, 27453
429, 428.7968750, 27439
430, 428.7187500, 27437
428, 428.6718750, 27434
429, 428.5000000, 27425
430, 428.4531250, 27419
428, 428.3906250, 27418
428, 428.3281250, 27410
428, 428.2656250, 27408
430, 428.2187500, 27406
428, 428.1718750, 27405
428, 428.1562500, 27403
429, 428.1250000, 27401
428, 428.1562500, 27402
428, 428.0937500, 27397
428, 428.0937500, 27397
428, 428.0468750, 27396
428, 428.0468750, 27395
428, 428.0312500, 27395
428, 428.0468750, 27393
428, 428.0312500, 27394
428, 428.0156250, 27393
428, 428.0000000, 27392
428, 428.0000000, 27393
428, 428.0156250, 27392
428, 428.0000000, 27392
428, 428.0000000, 27391
428, 428.0000000, 27392
428, 427.9843750, 27392
428, 427.9843750, 27391
428, 427.9843750, 27391
428, 427.9687500, 27391
428, 427.9687500, 27390
428, 427.9531250, 27389
428, 427.9218750, 27386
428, 427.9062500, 27387
428, 427.8750000, 27386
428, 427.8281250, 27385
428, 427.8437500, 27378
